State/Area,Population,Labor Force,Labor Force %,Employed,Employment of Tot Pop %,Unemployed,Unemployment Rate,Date
Iowa,2327391,1690828,72.6,1594508,68.5,96320,5.7,2009-01-01
Kansas,2120640,1515543,71.5,1428007,67.3,87536,5.8,2009-01-01
Kentucky,3320357,2050657,61.8,1866731,56.2,183926,9.0,2009-01-01
Louisiana,3374902,2088301,61.9,1961574,58.1,126727,6.1,2009-01-01
Maine,1064171,698856,65.7,647269,60.8,51587,7.4,2009-01-01
Maryland,4378599,3028765,69.2,2844852,65.0,183913,6.1,2009-01-01
Massachusetts,5214072,3469508,66.5,3224796,61.8,244712,7.1,2009-01-01
Michigan,7772160,4886407,62.9,4351830,56.0,534577,10.9,2009-01-01
Minnesota,4068989,2946821,72.4,2739235,67.3,207586,7.0,2009-01-01
Mississippi,2194462,1285294,58.6,1181924,53.9,103370,8.0,2009-01-01
Missouri,4595874,3047000,66.3,2799327,60.9,247673,8.1,2009-01-01
Montana,764203,506319,66.3,473400,61.9,32919,6.5,2009-01-01
Nebraska,1358167,993134,73.1,952258,70.1,40876,4.1,2009-01-01
Nevada,1990788,1361212,68.4,1232133,61.9,129079,9.5,2009-01-01
New Hampshire,1054866,745444,70.7,706419,67.0,39025,5.2,2009-01-01
New Jersey,6746210,4536585,67.2,4200201,62.3,336384,7.4,2009-01-01
New Mexico,1508503,946635,62.8,887617,58.8,59018,6.2,2009-01-01
New York,15319033,9703544,63.3,9014776,58.8,688768,7.1,2009-01-01
New York city,6592555,3958987,60.1,3659482,55.5,299505,7.6,2009-01-01
North Carolina,7073513,4616885,65.3,4172359,59.0,444526,9.6,2009-01-01
North Dakota,501410,369699,73.7,355313,70.9,14386,3.9,2009-01-01
Ohio,8944394,5949445,66.5,5430732,60.7,518713,8.7,2009-01-01
Oklahoma,2760215,1762788,63.9,1672825,60.6,89963,5.1,2009-01-01
Oregon,2991928,1984958,66.3,1781050,59.5,203908,10.3,2009-01-01
Pennsylvania,9918169,6475095,65.3,6018683,60.7,456412,7.0,2009-01-01
Rhode Island,840146,569602,67.8,512166,61.0,57436,10.1,2009-01-01
South Carolina,3469613,2162951,62.3,1950041,56.2,212910,9.8,2009-01-01
South Dakota,614788,448873,73.0,429485,69.9,19388,4.3,2009-01-01
Tennessee,4848693,3062991,63.2,2782920,57.4,280071,9.1,2009-01-01
Texas,17934287,11769634,65.6,11055467,61.6,714167,6.1,2009-01-01
Utah,1955576,1380586,70.6,1294880,66.2,85706,6.2,2009-01-01
Vermont,506066,359635,71.1,337747,66.7,21888,6.1,2009-01-01
Virginia,5967043,4143762,69.4,3913981,65.6,229781,5.5,2009-01-01
Washington,5136093,3514341,68.4,3263380,63.5,250961,7.1,2009-01-01
West Virginia,1451299,813085,56.0,765737,52.8,47348,5.8,2009-01-01
Wisconsin,4405116,3110398,70.6,2891327,65.6,219071,7.0,2009-01-01
Wyoming,415020,297510,71.7,284410,68.5,13100,4.4,2009-01-01
Alabama,3611025,2173720,60.2,1964927,54.4,208793,9.6,2009-02-01
Alaska,508336,358286,70.5,332240,65.4,26046,7.3,2009-02-01
Arizona,4922302,3131559,63.6,2857465,58.1,274094,8.8,2009-02-01
Arkansas,2197249,1368869,62.3,1267462,57.7,101407,7.4,2009-02-01
California,27820364,18286012,65.7,16436941,59.1,1849071,10.1,2009-02-01
Los Angeles County,7501797,4947359,65.9,4417594,58.9,529765,10.7,2009-02-01
Colorado,3812882,2728695,71.6,2553972,67.0,174723,6.4,2009-02-01
Connecticut,2739720,1887508,68.9,1753494,64.0,134014,7.1,2009-02-01
Delaware,683309,444328,65.0,410691,60.1,33637,7.6,2009-02-01
District of Columbia,482677,332118,68.8,304425,63.1,27693,8.3,2009-02-01
Florida,14546500,9156984,62.9,8301270,57.1,855714,9.3,2009-02-01
Georgia,7263209,4785841,65.9,4350081,59.9,435760,9.1,2009-02-01
Hawaii,979422,632864,64.6,590177,60.3,42687,6.7,2009-02-01
Idaho,1144528,752108,65.7,696142,60.8,55966,7.4,2009-02-01
Illinois,9853542,6616877,67.2,6027328,61.2,589549,8.9,2009-02-01
Indiana,4895465,3230361,66.0,2923493,59.7,306868,9.5,2009-02-01
Iowa,2328279,1692539,72.7,1590225,68.3,102314,6.0,2009-02-01
Kansas,2121939,1517994,71.5,1425428,67.2,92566,6.1,2009-02-01
Kentucky,3321451,2055859,61.9,1859463,56.0,196396,9.6,2009-02-01
Louisiana,3377231,2079054,61.6,1949758,57.7,129296,6.2,2009-02-01
Maine,1064193,698671,65.7,644638,60.6,54033,7.7,2009-02-01
Maryland,4381626,3030766,69.2,2836954,64.7,193812,6.4,2009-02-01
Massachusetts,5218090,3468584,66.5,3215090,61.6,253494,7.3,2009-02-01
Michigan,7771192,4901958,63.1,4314905,55.5,587053,12.0,2009-02-01
Minnesota,4071329,2949309,72.4,2731319,67.1,217990,7.4,2009-02-01
Mississippi,2195299,1282729,58.4,1174007,53.5,108722,8.5,2009-02-01
Missouri,4598092,3049995,66.3,2789506,60.7,260489,8.5,2009-02-01
Montana,764676,504705,66.0,470898,61.6,33807,6.7,2009-02-01
Nebraska,1358954,993007,73.1,950308,69.9,42699,4.3,2009-02-01
Nevada,1992370,1357727,68.1,1222705,61.4,135022,9.9,2009-02-01
New Hampshire,1055240,746208,70.7,703986,66.7,42222,5.7,2009-02-01
New Jersey,6749302,4543195,67.3,4183717,62.0,359478,7.9,2009-02-01
New Mexico,1509768,945690,62.6,882290,58.4,63400,6.7,2009-02-01
New York,15324584,9692579,63.2,8966570,58.5,726009,7.5,2009-02-01
New York city,6595455,3957966,60.0,3638894,55.2,319072,8.1,2009-02-01
North Carolina,7081590,4603954,65.0,4142505,58.5,461449,10.0,2009-02-01
North Dakota,501770,369267,73.6,354188,70.6,15079,4.1,2009-02-01
Ohio,8945406,5947861,66.5,5393729,60.3,554132,9.3,2009-02-01
Oklahoma,2762668,1763600,63.8,1666488,60.3,97112,5.5,2009-02-01
Oregon,2994706,1988297,66.4,1769890,59.1,218407,11.0,2009-02-01
Pennsylvania,9921186,6463243,65.1,5983571,60.3,479672,7.4,2009-02-01
Rhode Island,840386,569393,67.8,509796,60.7,59597,10.5,2009-02-01
South Carolina,3473309,2164204,62.3,1938030,55.8,226174,10.5,2009-02-01
South Dakota,615184,448857,73.0,428191,69.6,20666,4.6,2009-02-01
Tennessee,4851827,3065139,63.2,2766149,57.0,298990,9.8,2009-02-01
Texas,17962241,11771891,65.5,11030382,61.4,741509,6.3,2009-02-01
Utah,1958558,1379404,70.4,1287362,65.7,92042,6.7,2009-02-01
Vermont,506207,360330,71.2,337112,66.6,23218,6.4,2009-02-01
Virginia,5972693,4138697,69.3,3892397,65.2,246300,6.0,2009-02-01
Washington,5142825,3515362,68.4,3250405,63.2,264957,7.5,2009-02-01
West Virginia,1451524,813967,56.1,761555,52.5,52412,6.4,2009-02-01
Wisconsin,4407013,3112254,70.6,2875741,65.3,236513,7.6,2009-02-01
Wyoming,415658,298486,71.8,283611,68.2,14875,5.0,2009-02-01
Alabama,3613034,2173702,60.2,1951720,54.0,221982,10.2,2009-03-01
Alaska,509304,358814,70.5,332099,65.2,26715,7.4,2009-03-01
Arizona,4928269,3131780,63.5,2847144,57.8,284636,9.1,2009-03-01
Arkansas,2198385,1366740,62.2,1262198,57.4,104542,7.6,2009-03-01
California,27845224,18276718,65.6,16357536,58.7,1919182,10.5,2009-03-01
Los Angeles County,7507605,4944141,65.9,4396292,58.6,547849,11.1,2009-03-01
Colorado,3818492,2730335,71.5,2547655,66.7,182680,6.7,2009-03-01
Connecticut,2741025,1887631,68.9,1749195,63.8,138436,7.3,2009-03-01
Delaware,683851,443326,64.8,408301,59.7,35025,7.9,2009-03-01
District of Columbia,483386,332212,68.7,303618,62.8,28594,8.6,2009-03-01
Florida,14553015,9140524,62.8,8246345,56.7,894179,9.8,2009-03-01
Georgia,7270704,4790542,65.9,4337302,59.7,453240,9.5,2009-03-01
Hawaii,979839,632205,64.5,587893,60.0,44312,7.0,2009-03-01
Idaho,1145653,750126,65.5,693440,60.5,56686,7.6,2009-03-01
Illinois,9857938,6628347,67.2,6003114,60.9,625233,9.4,2009-03-01
Indiana,4897589,3226201,65.9,2903578,59.3,322623,10.0,2009-03-01
Iowa,2329173,1693675,72.7,1586537,68.1,107138,6.3,2009-03-01
Kansas,2123219,1520462,71.6,1422751,67.0,97711,6.4,2009-03-01
Kentucky,3322520,2061013,62.0,1853912,55.8,207101,10.0,2009-03-01
Louisiana,3379507,2071502,61.3,1939019,57.4,132483,6.4,2009-03-01
Maine,1064236,698393,65.6,642531,60.4,55862,8.0,2009-03-01
Maryland,4384547,3032199,69.2,2830424,64.6,201775,6.7,2009-03-01
Massachusetts,5222100,3468927,66.4,3207470,61.4,261457,7.5,2009-03-01
Michigan,7770196,4917605,63.3,4284635,55.1,632970,12.9,2009-03-01
Minnesota,4073662,2951059,72.4,2724675,66.9,226384,7.7,2009-03-01
Mississippi,2196101,1280210,58.3,1166850,53.1,113360,8.9,2009-03-01
Missouri,4600232,3053342,66.4,2782239,60.5,271103,8.9,2009-03-01
Montana,765161,503244,65.8,468904,61.3,34340,6.8,2009-03-01
Nebraska,1359717,992757,73.0,948491,69.8,44266,4.5,2009-03-01
Nevada,1993918,1354398,67.9,1214152,60.9,140246,10.4,2009-03-01
New Hampshire,1055611,746705,70.7,701694,66.5,45011,6.0,2009-03-01
New Jersey,6752326,4550569,67.4,4170687,61.8,379882,8.3,2009-03-01
New Mexico,1510969,944960,62.5,877548,58.1,67412,7.1,2009-03-01
New York,15329880,9684568,63.2,8926228,58.2,758340,7.8,2009-03-01
New York city,6598632,3958423,60.0,3621227,54.9,337196,8.5,2009-03-01
North Carolina,7089569,4592393,64.8,4118553,58.1,473840,10.3,2009-03-01
North Dakota,502125,368802,73.4,353254,70.4,15548,4.2,2009-03-01
Ohio,8946406,5944948,66.5,5360656,59.9,584292,9.8,2009-03-01
Oklahoma,2765042,1765118,63.8,1661573,60.1,103545,5.9,2009-03-01
Oregon,2997399,1990031,66.4,1761005,58.8,229026,11.5,2009-03-01
Pennsylvania,9924198,6450076,65.0,5952110,60.0,497966,7.7,2009-03-01
Rhode Island,840612,569062,67.7,507705,60.4,61357,10.8,2009-03-01
South Carolina,3476992,2164461,62.3,1927640,55.4,236821,10.9,2009-03-01
South Dakota,615607,448669,72.9,426943,69.4,21726,4.8,2009-03-01
Tennessee,4854945,3067181,63.2,2752312,56.7,314869,10.3,2009-03-01
Texas,17989636,11776375,65.5,11014244,61.2,762131,6.5,2009-03-01
Utah,1961510,1376406,70.2,1280436,65.3,95970,7.0,2009-03-01
Vermont,506354,360853,71.3,336575,66.5,24278,6.7,2009-03-01
Virginia,5978215,4134643,69.2,3874611,64.8,260032,6.3,2009-03-01
Washington,5149512,3514527,68.2,3238785,62.9,275742,7.8,2009-03-01
West Virginia,1451749,815171,56.2,757826,52.2,57345,7.0,2009-03-01
Wisconsin,4408918,3113712,70.6,2862079,64.9,251633,8.1,2009-03-01
Wyoming,416274,299452,71.9,282766,67.9,16686,5.6,2009-03-01
Alabama,3615107,2173271,60.1,1941359,53.7,231912,10.7,2009-04-01
Alaska,510314,359285,70.4,331973,65.1,27312,7.6,2009-04-01
Arizona,4934381,3133389,63.5,2839332,57.5,294057,9.4,2009-04-01
Arkansas,2199548,1364748,62.0,1258228,57.2,106520,7.8,2009-04-01
California,27871138,18265805,65.5,16291967,58.5,1973838,10.8,2009-04-01
Los Angeles County,7513665,4940741,65.8,4379516,58.3,561225,11.4,2009-04-01
Colorado,3824191,2732255,71.4,2542201,66.5,190054,7.0,2009-04-01
Connecticut,2742384,1888492,68.9,1745913,63.7,142579,7.5,2009-04-01
Delaware,684422,442082,64.6,406055,59.3,36027,8.1,2009-04-01
District of Columbia,484082,332570,68.7,303116,62.6,29454,8.9,2009-04-01
Florida,14559741,9128564,62.7,8205183,56.4,923381,10.1,2009-04-01
Georgia,7278430,4794116,65.9,4328106,59.5,466010,9.7,2009-04-01
Hawaii,980298,631768,64.4,586360,59.8,45408,7.2,2009-04-01
Idaho,1146825,747798,65.2,691298,60.3,56500,7.6,2009-04-01
Illinois,9862551,6639249,67.3,5985380,60.7,653869,9.8,2009-04-01
Indiana,4899811,3220409,65.7,2888020,58.9,332389,10.3,2009-04-01
Iowa,2330117,1693890,72.7,1583665,68.0,110225,6.5,2009-04-01
Kansas,2124509,1522676,71.7,1420258,66.9,102418,6.7,2009-04-01
Kentucky,3323639,2065253,62.1,1850488,55.7,214765,10.4,2009-04-01
Louisiana,3381899,2066691,61.1,1930773,57.1,135918,6.6,2009-04-01
Maine,1064283,697986,65.6,641007,60.2,56979,8.2,2009-04-01
Maryland,4387555,3033061,69.1,2825729,64.4,207332,6.8,2009-04-01
Massachusetts,5226156,3470884,66.4,3202196,61.3,268688,7.7,2009-04-01
Michigan,7769346,4932643,63.5,4262350,54.9,670293,13.6,2009-04-01
Minnesota,4076031,2951603,72.4,2719566,66.7,232037,7.9,2009-04-01
Mississippi,2196932,1277360,58.1,1160721,52.8,116639,9.1,2009-04-01
Missouri,4602491,3056796,66.4,2778045,60.4,278751,9.1,2009-04-01
Montana,765637,502025,65.6,467514,61.1,34511,6.9,2009-04-01
Nebraska,1360520,992535,73.0,947009,69.6,45526,4.6,2009-04-01
Nevada,1995501,1351554,67.7,1206744,60.5,144810,10.7,2009-04-01
New Hampshire,1055963,746709,70.7,699647,66.3,47062,6.3,2009-04-01
New Jersey,6755477,4557454,67.5,4161261,61.6,396193,8.7,2009-04-01
New Mexico,1512230,944421,62.5,873814,57.8,70607,7.5,2009-04-01
New York,15335577,9680939,63.1,8897835,58.0,783104,8.1,2009-04-01
New York city,6602059,3961171,60.0,3608644,54.7,352527,8.9,2009-04-01
North Carolina,7097695,4583588,64.6,4102521,57.8,481067,10.5,2009-04-01
North Dakota,502469,368329,73.3,352605,70.2,15724,4.3,2009-04-01
Ohio,8947541,5939158,66.4,5333787,59.6,605371,10.2,2009-04-01
Oklahoma,2767495,1767274,63.9,1658536,59.9,108738,6.2,2009-04-01
Oregon,3000182,1989740,66.3,1754948,58.5,234792,11.8,2009-04-01
Pennsylvania,9927312,6436820,64.8,5926361,59.7,510459,7.9,2009-04-01
Rhode Island,840836,568583,67.6,505977,60.2,62606,11.0,2009-04-01
South Carolina,3480696,2163283,62.2,1919603,55.1,243680,11.3,2009-04-01
South Dakota,616006,448261,72.8,425835,69.1,22426,5.0,2009-04-01
Tennessee,4858086,3068207,63.2,2742407,56.5,325800,10.6,2009-04-01
Texas,18017597,11782809,65.4,11008811,61.1,773998,6.6,2009-04-01
Utah,1964512,1372900,69.9,1274429,64.9,98471,7.2,2009-04-01
Vermont,506480,361117,71.3,336208,66.4,24909,6.9,2009-04-01
Virginia,5983942,4131894,69.0,3862173,64.5,269721,6.5,2009-04-01
Washington,5156239,3525973,68.4,3229781,62.6,296192,8.4,2009-04-01
West Virginia,1451981,816452,56.2,754927,52.0,61525,7.5,2009-04-01
Wisconsin,4410843,3114433,70.6,2851393,64.6,263040,8.4,2009-04-01
Wyoming,416861,300242,72.0,281983,67.6,18259,6.1,2009-04-01
Alabama,3617361,2171932,60.0,1932868,53.4,239064,11.0,2009-05-01
Alaska,511330,359655,70.3,331855,64.9,27800,7.7,2009-05-01
Arizona,4940746,3135363,63.5,2832563,57.3,302800,9.7,2009-05-01
Arkansas,2200846,1362623,61.9,1255134,57.0,107489,7.9,2009-05-01
California,27897359,18251000,65.4,16235880,58.2,2015120,11.0,2009-05-01
Los Angeles County,7519473,4935630,65.6,4365110,58.1,570520,11.6,2009-05-01
Colorado,3830099,2733120,71.4,2536831,66.2,196289,7.2,2009-05-01
Connecticut,2743885,1889805,68.9,1743458,63.5,146347,7.7,2009-05-01
Delaware,684993,440544,64.3,403915,59.0,36629,8.3,2009-05-01
District of Columbia,484774,333228,68.7,302915,62.5,30313,9.1,2009-05-01
Florida,14567324,9117789,62.6,8173684,56.1,944105,10.4,2009-05-01
Georgia,7286426,4795798,65.8,4320949,59.3,474849,9.9,2009-05-01
Hawaii,980763,631561,64.4,585526,59.7,46035,7.3,2009-05-01
Idaho,1148040,759949,66.2,689681,60.1,70268,9.2,2009-05-01
Illinois,9867563,6645470,67.3,5970489,60.5,674981,10.2,2009-05-01
Indiana,4902376,3212459,65.5,2875512,58.7,336947,10.5,2009-05-01
Iowa,2331259,1693027,72.6,1581393,67.8,111634,6.6,2009-05-01
Kansas,2125995,1524186,71.7,1417890,66.7,106296,7.0,2009-05-01
Kentucky,3325013,2067837,62.2,1848635,55.6,219202,10.6,2009-05-01
Louisiana,3384370,2064108,61.0,1925008,56.9,139100,6.7,2009-05-01
Maine,1064444,697409,65.5,639949,60.1,57460,8.2,2009-05-01
Maryland,4390739,3033247,69.1,2822386,64.3,210861,7.0,2009-05-01
Massachusetts,5230561,3473546,66.4,3197925,61.1,275621,7.9,2009-05-01
Michigan,7768973,4945784,63.7,4245768,54.7,700016,14.2,2009-05-01
Minnesota,4078760,2950545,72.3,2715505,66.6,235040,8.0,2009-05-01
Mississippi,2197842,1273794,58.0,1155221,52.6,118573,9.3,2009-05-01
Missouri,4605119,3059216,66.4,2775427,60.3,283789,9.3,2009-05-01
Montana,766208,501035,65.4,466642,60.9,34393,6.9,2009-05-01
Nebraska,1361436,992365,72.9,945900,69.5,46465,4.7,2009-05-01
Nevada,1997181,1349324,67.6,1200382,60.1,148942,11.0,2009-05-01
New Hampshire,1056410,746210,70.6,697941,66.1,48269,6.5,2009-05-01
New Jersey,6758890,4561990,67.5,4153141,61.4,408849,9.0,2009-05-01
New Mexico,1513523,943745,62.4,871029,57.5,72716,7.7,2009-05-01
New York,15341722,9678652,63.1,8877362,57.9,801290,8.3,2009-05-01
New York city,6605213,3965412,60.0,3600163,54.5,365249,9.2,2009-05-01
North Carolina,7106207,4576425,64.4,4092376,57.6,484049,10.6,2009-05-01
North Dakota,502873,367902,73.2,352266,70.1,15636,4.3,2009-05-01
Ohio,8949202,5929417,66.3,5312053,59.4,617364,10.4,2009-05-01
Oklahoma,2770103,1769280,63.9,1656641,59.8,112639,6.4,2009-05-01
Oregon,3003209,1987185,66.2,1751282,58.3,235903,11.9,2009-05-01
Pennsylvania,9931122,6423372,64.7,5905056,59.5,518316,8.1,2009-05-01
Rhode Island,841152,567970,67.5,504628,60.0,63342,11.2,2009-05-01
South Carolina,3484598,2160610,62.0,1913554,54.9,247056,11.4,2009-05-01
South Dakota,616518,447622,72.6,424897,68.9,22725,5.1,2009-05-01
Tennessee,4861579,3066690,63.1,2735262,56.3,331428,10.8,2009-05-01
Texas,18046180,11909643,66.0,11009038,61.0,900605,7.6,2009-05-01
Utah,1967728,1369447,69.6,1269323,64.5,100124,7.3,2009-05-01
Vermont,506662,361051,71.3,335992,66.3,25059,6.9,2009-05-01
Virginia,5989932,4128969,68.9,3853300,64.3,275669,6.7,2009-05-01
Washington,5163366,3535906,68.5,3223070,62.4,312836,8.8,2009-05-01
West Virginia,1452368,817303,56.3,752761,51.8,64542,7.9,2009-05-01
Wisconsin,4413190,3113388,70.5,2842895,64.4,270493,8.7,2009-05-01
Wyoming,417505,300710,72.0,281311,67.4,19399,6.5,2009-05-01
Alabama,3619629,2169509,59.9,1925237,53.2,244272,11.3,2009-06-01
Alaska,512325,359940,70.3,331749,64.8,28191,7.8,2009-06-01
Arizona,4947208,3136698,63.4,2825341,57.1,311357,9.9,2009-06-01
Arkansas,2202154,1360365,61.8,1252557,56.9,107808,7.9,2009-06-01
California,27924313,18232811,65.3,16184887,58.0,2047924,11.2,2009-06-01
Los Angeles County,7525279,4928130,65.5,4350969,57.8,577161,11.7,2009-06-01
Colorado,3836067,2732012,71.2,2530915,66.0,201097,7.4,2009-06-01
Connecticut,2745421,1891243,68.9,1741507,63.4,149736,7.9,2009-06-01
Delaware,685612,438726,64.0,401821,58.6,36905,8.4,2009-06-01
District of Columbia,485488,334228,68.8,303039,62.4,31189,9.3,2009-06-01
Florida,14575145,9105647,62.5,8147015,55.9,958632,10.5,2009-06-01
Georgia,7294421,4795700,65.7,4314308,59.1,481392,10.0,2009-06-01
Hawaii,981229,631468,64.4,585167,59.6,46301,7.3,2009-06-01
Idaho,1149304,761904,66.3,688624,59.9,73280,9.6,2009-06-01
Illinois,9872670,6644812,67.3,5955214,60.3,689598,10.4,2009-06-01
Indiana,4904977,3202508,65.3,2864618,58.4,337890,10.6,2009-06-01
Iowa,2332447,1691314,72.5,1579477,67.7,111837,6.6,2009-06-01
Kansas,2127510,1524522,71.7,1415562,66.5,108960,7.1,2009-06-01
Kentucky,3326417,2068623,62.2,1847534,55.5,221089,10.7,2009-06-01
Louisiana,3386911,2062784,60.9,1920986,56.7,141798,6.9,2009-06-01
Maine,1064612,696683,65.4,639200,60.0,57483,8.3,2009-06-01
Maryland,4393922,3032958,69.0,2819760,64.2,213198,7.0,2009-06-01
Massachusetts,5235023,3475807,66.4,3193419,61.0,282388,8.1,2009-06-01
Michigan,7768604,4957123,63.8,4232085,54.5,725038,14.6,2009-06-01
Minnesota,4081532,2947998,72.2,2712019,66.4,235979,8.0,2009-06-01
Mississippi,2198782,1269706,57.7,1149973,52.3,119733,9.4,2009-06-01
Missouri,4607694,3059867,66.4,2772659,60.2,287208,9.4,2009-06-01
Montana,766762,500238,65.2,466120,60.8,34118,6.8,2009-06-01
Nebraska,1362376,992148,72.8,945116,69.4,47032,4.7,2009-06-01
Nevada,1998890,1347650,67.4,1194899,59.8,152751,11.3,2009-06-01
New Hampshire,1056869,745324,70.5,696609,65.9,48715,6.5,2009-06-01
New Jersey,6762432,4563335,67.5,4144441,61.3,418894,9.2,2009-06-01
New Mexico,1514918,942686,62.2,868906,57.4,73780,7.8,2009-06-01
New York,15348090,9674374,63.0,8859328,57.7,815046,8.4,2009-06-01
New York city,6608419,3969705,60.1,3593740,54.4,375965,9.5,2009-06-01
North Carolina,7114742,4569914,64.2,4085283,57.4,484631,10.6,2009-06-01
North Dakota,503284,367599,73.0,352206,70.0,15393,4.2,2009-06-01
Ohio,8950933,5916642,66.1,5293949,59.1,622693,10.5,2009-06-01
Oklahoma,2772778,1770372,63.8,1654967,59.7,115405,6.5,2009-06-01
Oregon,3006279,1982474,65.9,1749219,58.2,233255,11.8,2009-06-01
Pennsylvania,9935005,6409633,64.5,5886628,59.3,523005,8.2,2009-06-01
Rhode Island,841446,567308,67.4,503663,59.9,63645,11.2,2009-06-01
South Carolina,3488495,2156919,61.8,1908847,54.7,248072,11.5,2009-06-01
South Dakota,617021,446795,72.4,424108,68.7,22687,5.1,2009-06-01
Tennessee,4865073,3062328,62.9,2729676,56.1,332652,10.9,2009-06-01
Texas,18075211,11970340,66.2,11010114,60.9,960226,8.0,2009-06-01
Utah,1970908,1366277,69.3,1265021,64.2,101256,7.4,2009-06-01
Vermont,506890,360679,71.2,335868,66.3,24811,6.9,2009-06-01
Virginia,5995931,4124789,68.8,3845784,64.1,279005,6.8,2009-06-01
Washington,5170538,3543902,68.5,3217388,62.2,326514,9.2,2009-06-01
West Virginia,1452740,817399,56.3,751081,51.7,66318,8.1,2009-06-01
Wisconsin,4415500,3109970,70.4,2835542,64.2,274428,8.8,2009-06-01
Wyoming,418196,300799,71.9,280759,67.1,20040,6.7,2009-06-01
Alabama,3622181,2165955,59.8,1917686,52.9,248269,11.5,2009-07-01
Alaska,513402,360145,70.1,331650,64.6,28495,7.9,2009-07-01
Arizona,4953939,3136081,63.3,2816534,56.9,319547,10.2,2009-07-01
Arkansas,2203656,1358090,61.6,1250215,56.7,107875,7.9,2009-07-01
California,27952375,18210977,65.2,16135173,57.7,2075804,11.4,2009-07-01
Los Angeles County,7531068,4917686,65.3,4335660,57.6,582026,11.8,2009-07-01
Colorado,3842322,2728583,71.0,2523955,65.7,204628,7.5,2009-07-01
Connecticut,2747122,1892510,68.9,1739692,63.3,152818,8.1,2009-07-01
Delaware,686254,436739,63.6,399735,58.2,37004,8.5,2009-07-01
District of Columbia,486237,335501,69.0,303457,62.4,32044,9.6,2009-07-01
Florida,14583822,9090250,62.3,8120618,55.7,969632,10.7,2009-07-01
Georgia,7302994,4793870,65.6,4306977,59.0,486893,10.2,2009-07-01
Hawaii,981756,631328,64.3,584990,59.6,46338,7.3,2009-07-01
Idaho,1150638,761185,66.2,688090,59.8,73095,9.6,2009-07-01
Illinois,9878410,6636459,67.2,5937036,60.1,699423,10.5,2009-07-01
Indiana,4907917,3190972,65.0,2854170,58.2,336802,10.6,2009-07-01
Iowa,2333773,1688970,72.4,1577628,67.6,111342,6.6,2009-07-01
Kansas,2129150,1523430,71.6,1413146,66.4,110284,7.2,2009-07-01
Kentucky,3328074,2067526,62.1,1846402,55.5,221124,10.7,2009-07-01
Louisiana,3389686,2061695,60.8,1917783,56.6,143912,7.0,2009-07-01
Maine,1064870,695896,65.4,638623,60.0,57273,8.2,2009-07-01
Maryland,4397413,3032522,69.0,2817284,64.1,215238,7.1,2009-07-01
Massachusetts,5239849,3476387,66.3,3187670,60.8,288717,8.3,2009-07-01
Michigan,7768829,4934566,63.5,4218622,54.3,715944,14.5,2009-07-01
Minnesota,4084586,2944238,72.1,2708803,66.3,235435,8.0,2009-07-01
Mississippi,2199851,1265589,57.5,1144765,52.0,120824,9.5,2009-07-01
Missouri,4610651,3058087,66.3,2768238,60.0,289849,9.5,2009-07-01
Montana,767393,499615,65.1,465730,60.7,33885,6.8,2009-07-01
Nebraska,1363415,991818,72.7,944539,69.3,47279,4.8,2009-07-01
Nevada,2000720,1346342,67.3,1190195,59.5,156147,11.6,2009-07-01
New Hampshire,1057409,744270,70.4,695670,65.8,48600,6.5,2009-07-01
New Jersey,6766378,4561427,67.4,4134146,61.1,427281,9.4,2009-07-01
New Mexico,1516325,941147,62.1,867074,57.2,74073,7.9,2009-07-01
New York,15355351,9664397,62.9,8838266,57.6,826131,8.5,2009-07-01
New York city,6611577,3972033,60.1,3586968,54.3,385065,9.7,2009-07-01
North Carolina,7123840,4563028,64.1,4078206,57.2,484822,10.6,2009-07-01
North Dakota,503744,367505,73.0,352358,69.9,15147,4.1,2009-07-01
Ohio,8953337,5902491,65.9,5277655,58.9,624836,10.6,2009-07-01
Oklahoma,2775621,1769834,63.8,1652597,59.5,117237,6.6,2009-07-01
Oregon,3009552,1976412,65.7,1747976,58.1,228436,11.6,2009-07-01
Pennsylvania,9939596,6394832,64.3,5869174,59.0,525658,8.2,2009-07-01
Rhode Island,841807,566671,67.3,503026,59.8,63645,11.2,2009-07-01
South Carolina,3492666,2152502,61.6,1904646,54.5,247856,11.5,2009-07-01
South Dakota,617544,445876,72.2,423404,68.6,22472,5.0,2009-07-01
Tennessee,4868936,3055354,62.8,2724437,56.0,330917,10.8,2009-07-01
Texas,18105139,11994007,66.2,11008166,60.8,985841,8.2,2009-07-01
Utah,1974253,1363368,69.1,1261275,63.9,102093,7.5,2009-07-01
Vermont,507115,360119,71.0,335788,66.2,24331,6.8,2009-07-01
Virginia,6002403,4118816,68.6,3837551,63.9,281265,6.8,2009-07-01
Washington,5178070,3549799,68.6,3211035,62.0,338764,9.5,2009-07-01
West Virginia,1453225,816594,56.2,749561,51.6,67033,8.2,2009-07-01
Wisconsin,4418188,3104287,70.3,2828332,64.0,275955,8.9,2009-07-01
Wyoming,418865,300635,71.8,280326,66.9,20309,6.8,2009-07-01
Alabama,3624837,2161334,59.6,1909996,52.7,251338,11.6,2009-08-01
Alaska,513656,360268,70.1,331567,64.6,28701,8.0,2009-08-01
Arizona,4961060,3132849,63.1,2805980,56.6,326869,10.4,2009-08-01
Arkansas,2205479,1355755,61.5,1247819,56.6,107936,8.0,2009-08-01
California,27986270,18185991,65.0,16085598,57.5,2100393,11.5,2009-08-01
